StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,BFI_1,BFI_2,BFI_3,BFI_4,BFI_5,BFI_6,BFI_7,BFI_8,BFI_9,BFI_10,BFI_11,BFI_12,BFI_13,BFI_14,BFI_15,BFI_DO,EC_1,EC_2,EC_3,EC_4,EC_5,EC_6,EC_7,EC_DO,Attach_1,Attach_2,Attach_3,Attach_4,Attach_5,Attach_6,Attach_7,Attach_8,Attach_9,Attach_DO,RNSF1_1,RNSF1_2,RNSF1_3,RNSF1_4,RNSF1_5,RNSF1_6,RNSF1_7,RNSF1_8,RNSF1_DO,KM_P_1,KM_P_2,KM_P_3,KM_P_4,KM_P_5,KM_P_6,KM_P_7,KM_P_8,KM_P_9,KM_P_10,KM_P_11,KM_P_12,KM_P_DO,KM_CSR_1,KM_CSR_2,KM_CSR_3,KM_CSR_4,KM_CSR_5,KM_CSR_DO,KM_M_1,KM_M_2,KM_M_3,KM_M_4,KM_M_DO,KM_PA_1,KM_L_1,KM_L_2,KM_L_3,KM_L_DO,RNSF2_1,RNSF2_2,RNSF2_3,RNSF2_4,RNSF2_5,RNSF2_6,RNSF2_7,RNSF2_8,RNSF2_DO,Q12.1,Q12.1_DO,Q12.4,Q12.2,Q12.2_2_TEXT,Q12.3,Gender,Gender_7_TEXT,Age_1,Race,Race_10_TEXT,Education,Student,Employed,Income,SexualOr,SexualOr_6_TEXT,SC0,FL_3_DO,FL_5_DO
8/19/2021 10:19,8/19/2021 10:34,0,85.75.243.66,100,894,1,8/19/2021 10:34,R_1ib4R8QZnAUozgW,,,,,37.98420715,23.73530579,anonymous,EN-GB,1,3,4,1,3,5,3,2,1,1,1,3,4,4,2,3,7|12|1|8|14|3|11|2|5|13|9|6|15|10|4,5,1,5,1,1,4,5,7|2|5|1|4|3|6,6,7,7,5,2,2,2,3,3,6|8|1|4|2|9|3|5|7,5,5,5,5,1,1,1,2,6|5|4|3|8|2|7|1,1,1,1,2,4,4,1,1,1,2,1,2,7|1|12|8|4|10|9|3|11|6|2|5,2,2,2,2,1,4|3|2|1|5,4,4,4,2,4|2|3|1,4,3,2,2,2|3|1,5,5,5,4,1,1,1,1,7|6|1|3|2|5|8|4,7,6|7|2|5|3|4,2,1,,1,0,,34,0,,5,0,1,0,0,,236,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 10:27,8/19/2021 10:36,0,89.241.35.87,100,519,1,8/19/2021 10:36,R_2ffwtEyBTEbzDLD,,,,,50.91419983,-1.388000488,anonymous,EN-GB,1,3,4,2,5,2,2,1,2,2,4,4,4,3,1,1,4|12|7|1|2|8|14|6|11|15|5|13|3|10|9,5,1,5,1,1,5,4,4|5|2|3|7|1|6,6,6,7,6,2,2,7,6,6,6|2|3|9|8|4|5|7|1,3,4,4,5,4,3,3,2,4|6|8|2|7|3|5|1,2,1,6,5,5,5,2,2,3,5,6,5,10|3|6|5|4|11|8|9|2|12|7|1,4,6,6,6,1,2|5|1|4|3,7,7,7,6,1|2|3|4,6,7,7,7,2|3|1,4,5,5,5,2,1,1,2,7|8|5|4|1|3|2|6,3,4|2|3|5|6|7,2,1,,1,0,,23,0,,3,1,2,2,0,,300,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 10:23,8/19/2021 10:36,0,5.173.96.154,100,772,1,8/19/2021 10:36,R_1dsP8q3j7Gk2Urp,,,,,50.25999451,19.00689697,anonymous,EN-GB,1,2,3,5,5,4,1,2,4,4,4,3,4,1,1,1,5|4|1|2|3|12|7|15|14|13|6|9|8|10|11,4,4,3,2,2,4,3,3|1|5|6|7|2|4,5,3,3,6,3,6,2,6,2,6|5|7|3|4|1|9|8|2,3,3,3,4,4,4,4,4,4|5|6|3|7|1|2|8,1,1,3,4,4,4,1,1,1,4,6,4,11|6|3|4|10|9|2|12|8|5|1|7,4,4,5,4,1,5|2|3|1|4,3,1,5,3,4|1|3|2,6,5,5,5,3|1|2,4,4,4,4,4,3,4,2,6|1|4|5|7|2|3|8,3,3|2|4|5|6|7,2,1,,2,0,,31,0,,3,0,1,0,2,,231,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 10:27,8/19/2021 10:37,0,94.197.134.243,100,624,1,8/19/2021 10:37,R_3Igs7GTzYlWE2lj,,,,,53.7881012,-1.600799561,anonymous,EN-GB,1,5,3,1,3,4,3,1,1,2,3,2,5,4,4,3,10|13|4|11|14|3|2|15|8|12|1|7|5|6|9,4,3,4,2,1,3,3,5|4|7|3|1|6|2,5,2,3,4,6,6,2,1,2,7|8|6|4|5|2|9|3|1,4,5,4,4,2,1,1,2,2|7|3|5|4|8|1|6,1,1,1,1,1,1,1,1,1,1,1,2,8|7|5|2|6|9|12|11|3|10|4|1,1,1,1,1,1,3|5|2|1|4,1,1,1,1,4|1|2|3,4,1,1,1,2|3|1,4,4,4,4,1,1,1,1,3|2|1|6|8|5|7|4,7,4|3|6|5|7|2,2,1,,1,0,,40,0,,3,0,1,3,0,,206,"EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 10:32,8/19/2021 10:41,0,109.95.146.53,100,540,1,8/19/2021 10:41,R_6MfLMf4ch4S9qKd,,,,,49.87719727,19.20550537,anonymous,EN-GB,1,2,5,5,3,3,4,4,4,2,2,4,4,5,2,3,5|8|11|14|4|7|3|12|1|15|2|9|13|6|10,4,1,4,1,1,5,5,4|5|7|3|1|2|6,7,6,6,4,3,6,5,5,5,5|8|9|3|2|1|6|4|7,5,5,5,5,1,1,1,1,3|4|5|1|7|8|6|2,7,6,6,6,7,6,6,6,6,7,4,6,6|10|11|8|2|9|5|12|7|4|1|3,6,6,7,6,1,3|5|4|1|2,7,7,7,7,4|3|1|2,7,6,6,6,2|3|1,5,5,5,5,1,1,1,1,2|4|1|3|7|8|5|6,7,4|5|7|6|2|3,2,1,,1,1,,21,0,,1,1,0,3,0,,342,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 10:37,8/19/2021 10:45,0,176.93.241.83,100,497,1,8/19/2021 10:45,R_2YL1wqct32Gk65Y,,,,,60.17190552,24.93469238,anonymous,EN-GB,1,4,4,3,3,4,4,3,4,2,3,4,4,4,4,4,12|2|8|15|13|4|9|5|1|3|10|7|11|6|14,4,2,4,2,4,4,4,6|7|3|5|2|4|1,6,4,4,4,5,5,3,4,4,1|9|8|7|6|3|2|5|4,5,4,4,4,3,2,2,2,7|1|5|3|8|6|4|2,1,1,1,5,4,1,1,1,3,4,4,3,11|12|9|4|10|5|2|3|6|7|1|8,5,5,5,5,1,5|3|4|1|2,5,4,5,5,2|3|1|4,5,7,7,7,1|2|3,4,4,4,4,2,2,2,2,7|6|8|3|2|1|4|5,3,5|2|4|3|6|7,2,1,,2,1,,28,0,,3,0,2,4,0,,268,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 10:38,8/19/2021 10:47,0,109.152.6.57,100,565,1,8/19/2021 10:47,R_VJVkgs9gNTCcAXT,,,,,51.44839478,-1.00970459,anonymous,EN-GB,1,3,4,5,5,5,3,2,4,5,2,2,4,3,4,5,4|3|10|15|5|8|12|2|6|11|7|1|13|9|14,5,2,5,2,2,5,4,7|4|2|3|6|1|5,5,3,4,3,4,3,4,3,3,2|9|6|3|5|4|1|8|7,3,4,4,4,5,3,3,3,4|7|3|8|5|6|1|2,1,1,1,1,1,1,1,1,1,2,1,1,6|9|10|1|11|4|7|12|8|3|2|5,1,1,1,1,1,1|4|5|2|3,1,1,1,1,4|1|3|2,2,1,1,1,3|1|2,3,3,2,3,3,2,3,3,3|6|2|4|5|8|1|7,7,7|5|6|4|2|3,2,1,,1,0,,58,0,,1,0,0,0,0,,182,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 10:38,8/19/2021 10:48,0,94.13.254.108,100,603,1,8/19/2021 10:48,R_1jOFvN2Q7tDLLsD,,,,,52.62809753,1.286193848,anonymous,EN-GB,1,3,4,5,5,2,2,3,4,4,5,2,4,4,3,1,5|4|13|12|7|14|6|8|15|1|11|10|9|2|3,2,3,4,4,1,3,3,3|4|1|7|6|2|5,6,5,6,5,4,6,5,7,3,7|6|3|4|2|5|9|1|8,4,4,4,4,2,2,3,1,1|7|6|2|3|8|4|5,1,1,1,2,5,5,2,1,1,2,3,1,7|1|5|4|3|8|11|9|6|10|12|2,4,5,6,3,1,1|2|4|3|5,1,3,2,1,3|4|1|2,4,5,4,3,3|2|1,4,4,4,4,1,3,3,2,3|6|8|5|2|1|4|7,3,2|7|6|3|5|4,2,1,,1,0,,24,0,,4,1,0,2,0,,224,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 10:37,8/19/2021 10:49,0,77.173.196.113,100,695,1,8/19/2021 10:49,R_0cZSqz6LE6R7PMJ,,,,,52.11480713,5.12109375,anonymous,EN-GB,1,4,4,1,3,5,2,3,3,2,2,4,4,4,4,3,1|10|9|6|2|13|5|14|4|8|15|12|11|7|3,4,2,5,1,1,4,4,5|4|7|6|2|3|1,5,4,4,3,4,4,2,2,1,2|1|7|8|3|4|9|6|5,5,5,4,5,1,1,1,2,7|5|4|1|3|2|8|6,1,1,1,1,6,4,4,1,1,6,6,5,7|12|11|1|8|10|9|3|5|4|6|2,4,4,5,6,1,1|5|2|3|4,4,4,5,5,2|1|3|4,6,6,6,6,3|1|2,5,4,4,5,1,1,1,1,4|2|8|7|6|5|1|3,3,2|6|5|7|3|4,2,1,,1,0,,29,0,,3,0,2,2,0,,281,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 10:40,8/19/2021 10:50,0,85.74.200.235,100,599,1,8/19/2021 10:50,R_2TRb0JaCgtCPeNX,,,,,37.98420715,23.73530579,anonymous,EN-GB,1,2,2,3,4,4,3,4,4,3,2,2,2,4,2,4,12|14|7|10|9|1|3|4|15|5|8|11|6|13|2,3,2,3,2,3,3,2,7|5|4|3|6|2|1,6,6,6,2,3,3,3,5,5,2|5|9|1|8|4|6|7|3,4,4,4,4,2,2,3,2,1|3|6|2|4|8|5|7,1,1,1,1,1,1,1,1,1,3,3,1,1|10|3|4|7|5|2|12|9|11|8|6,2,1,1,2,1,3|4|1|2|5,1,2,2,1,4|2|1|3,3,1,1,1,2|1|3,4,2,3,3,2,3,4,2,3|2|7|5|8|4|1|6,7,3|5|6|2|4|7,2,1,,1,1,,24,0,,4,1,0,3,4,,192,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 10:40,8/19/2021 10:51,0,37.47.9.162,100,613,1,8/19/2021 10:51,R_2fGKeW3zu40jzjo,,,,,52.24839783,21.00259399,anonymous,EN-GB,1,2,4,4,2,4,2,5,3,4,2,1,4,4,3,2,13|10|5|4|8|1|7|9|14|6|15|3|12|2|11,4,4,4,3,1,3,5,2|4|1|7|5|6|3,7,5,4,2,6,6,7,6,6,2|4|7|3|6|1|8|9|5,4,5,5,3,3,4,4,1,2|5|6|8|4|3|1|7,1,1,1,1,2,2,1,1,4,3,4,3,12|5|10|9|6|11|2|3|7|4|8|1,2,2,1,2,1,3|2|4|1|5,3,1,2,3,3|4|1|2,4,1,1,1,1|3|2,4,4,3,4,3,4,3,3,1|8|2|6|7|3|5|4,7,4|5|3|6|7|2,2,1,,1,1,,25,0,,4,0,2,3,0,,216,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 10:38,8/19/2021 10:51,0,188.120.129.178,100,801,1,8/19/2021 10:51,R_2axHhoToMQsO19I,,,,,32.06660461,34.76519775,anonymous,EN-GB,1,5,4,1,4,2,4,1,2,2,2,4,4,4,4,2,11|8|3|9|5|13|15|2|6|10|4|7|14|12|1,4,2,4,2,2,4,4,2|5|4|7|3|1|6,6,3,5,5,5,5,3,3,5,1|3|9|4|6|2|7|5|8,4,2,4,4,1,2,1,1,1|6|7|3|2|5|4|8,6,1,6,7,6,5,2,6,2,1,1,1,2|5|7|1|8|9|11|10|4|6|12|3,2,4,5,5,1,5|2|4|3|1,1,1,2,1,2|1|4|3,5,7,7,7,1|2|3,4,4,4,5,1,1,1,1,3|8|7|2|4|5|1|6,3,2|5|4|7|6|3,2,1,,1,0,,24,7,,3,1,0,0,4,,279,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 10:31,8/19/2021 10:52,0,45.139.215.61,100,1296,1,8/19/2021 10:52,R_2UeWMZeQDMpljpR,,,,,40.6381073,22.94549561,anonymous,EN-GB,1,5,4,3,5,3,4,4,5,4,2,3,2,4,2,4,13|4|11|12|6|1|10|15|3|9|14|8|5|2|7,4,3,4,3,3,4,4,5|3|2|7|1|4|6,5,4,5,4,6,6,6,7,6,7|2|6|5|9|1|8|3|4,3,4,4,4,4,4,3,2,2|7|1|6|5|4|8|3,4,3,3,4,4,3,3,3,5,5,5,4,2|4|9|10|11|12|1|3|6|8|5|7,5,5,4,5,1,3|1|4|5|2,5,4,4,5,2|3|1|4,6,6,5,6,1|3|2,3,4,4,4,4,3,3,3,8|7|3|6|5|1|2|4,3,7|5|4|6|3|2,1,1,,2,1,,25,0,,4,1,1,0,0,,273,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 10:45,8/19/2021 10:54,0,83.245.152.186,100,518,1,8/19/2021 10:54,R_2SvmBkBlYDOp5GN,,,,,62.24060059,25.7467041,anonymous,EN-GB,1,3,3,1,2,4,5,4,2,1,1,4,2,4,5,3,3|6|13|8|7|5|10|14|2|11|15|12|4|1|9,2,3,4,4,2,3,2,4|7|2|6|1|3|5,4,4,5,2,5,3,1,2,4,5|9|8|3|6|7|1|4|2,5,4,4,4,1,1,1,1,2|1|3|8|5|7|6|4,1,1,1,1,4,3,1,2,1,1,3,3,8|11|10|4|7|1|5|12|6|3|2|9,1,3,3,5,1,4|5|2|1|3,1,1,2,2,2|4|1|3,3,3,2,2,2|1|3,4,5,4,5,1,1,1,1,7|6|4|3|1|8|2|5,3,6|4|5|2|3|7,2,1,,1,1,,33,0,,4,0,2,3,0,,225,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 10:44,8/19/2021 10:55,0,94.192.86.49,100,645,1,8/19/2021 10:55,R_2SqzyPynaR5zBPJ,,,,,53.67570496,-0.719192505,anonymous,EN-GB,1,1,5,5,5,2,4,5,2,5,3,3,2,5,1,5,8|4|11|14|10|12|1|6|7|2|13|3|15|9|5,5,5,4,1,1,5,5,6|5|7|2|1|4|3,5,1,3,1,5,4,7,7,7,1|4|6|9|8|5|7|3|2,2,3,3,3,4,4,5,5,5|1|3|6|8|4|2|7,1,1,1,1,1,1,1,1,1,1,1,1,9|3|5|4|10|7|2|1|11|12|8|6,1,1,1,1,1,1|5|4|3|2,2,2,2,2,3|4|2|1,1,1,1,1,3|2|1,2,3,3,2,4,5,5,5,7|6|2|8|3|1|4|5,7,4|2|7|5|3|6,2,1,,1,0,,31,0,,2,0,1,1,0,,190,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 10:49,8/19/2021 11:00,0,83.144.121.26,100,642,1,8/19/2021 11:00,R_3ilN75IISAgW3ij,,,,,52.24839783,21.00259399,anonymous,EN-GB,1,5,4,3,5,4,2,4,2,4,1,2,1,4,2,3,4|10|9|5|8|7|11|2|1|12|13|6|15|14|3,4,2,4,2,2,4,4,5|2|4|3|1|7|6,4,6,6,3,7,7,6,7,6,7|3|4|1|9|2|6|5|8,4,4,3,3,2,1,4,3,7|8|1|5|4|3|6|2,1,1,1,1,1,1,1,1,1,4,2,2,4|3|7|8|10|12|1|2|9|11|5|6,1,1,1,2,1,2|5|1|3|4,1,1,3,1,2|4|3|1,5,2,1,1,2|3|1,1,4,4,4,2,1,3,3,1|7|4|8|5|3|6|2,7,3|6|4|7|2|5,2,1,,1,1,,30,0,,4,0,2,2,0,,213,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 10:49,8/19/2021 11:00,0,163.158.5.47,100,648,1,8/19/2021 11:00,R_BrYoeVSaQ9i39e1,,,,,51.51759338,3.906906128,anonymous,EN-GB,1,4,4,1,1,3,2,2,2,1,3,3,4,5,5,3,9|1|7|12|15|8|13|5|3|11|6|2|10|14|4,3,3,4,3,2,4,4,6|1|7|5|3|2|4,5,3,4,2,5,5,3,2,3,4|8|1|3|9|6|2|7|5,5,4,4,4,2,2,2,3,5|6|3|1|7|8|4|2,3,3,4,4,6,5,3,4,3,4,4,5,10|12|1|5|6|11|4|8|9|2|3|7,5,4,4,5,1,4|2|5|1|3,3,4,4,4,2|1|3|4,5,6,5,5,1|2|3,4,5,4,4,2,2,2,3,1|2|6|3|7|8|4|5,3,4|2|3|6|5|7,2,1,,1,1,,35,0,,4,0,2,4,0,,273,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 10:51,8/19/2021 11:00,0,120.88.126.41,100,555,1,8/19/2021 11:01,R_2oyuIPnmvz8GYgh,,,,,-27.47320557,153.0215149,anonymous,EN-GB,1,5,5,1,3,4,1,1,1,2,2,4,4,5,2,3,11|5|6|7|15|8|10|12|13|2|1|9|3|14|4,4,1,4,1,1,5,5,1|3|6|5|2|7|4,7,6,6,7,1,1,1,1,1,7|6|1|4|2|5|3|8|9,5,5,5,5,1,1,1,1,3|6|4|1|2|5|7|8,7,6,5,6,7,6,6,5,1,5,4,4,12|3|8|5|9|11|2|10|6|4|7|1,6,5,6,6,1,2|4|3|1|5,6,6,7,6,1|4|3|2,7,7,7,7,3|2|1,5,5,5,5,1,1,1,1,4|6|1|7|5|8|3|2,3,3|6|4|7|5|2,2,1,,1,0,,35,0,,1,0,2,4,0,,314,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 10:43,8/19/2021 11:01,0,85.144.4.134,100,1116,1,8/19/2021 11:01,R_1hAvtmoNtCWOeDy,,,,,52.26860046,6.147094727,anonymous,EN-GB,1,5,5,4,5,5,1,2,5,4,2,2,4,4,1,4,1|3|11|15|5|14|8|9|10|13|2|4|12|7|6,4,2,5,1,1,4,5,7|6|1|4|2|5|3,7,5,6,6,2,3,5,3,7,7|1|8|9|4|5|6|2|3,2,4,3,4,5,2,4,3,1|4|2|8|6|5|3|7,4,1,5,3,5,5,5,6,3,2,7,6,8|5|4|10|1|7|2|9|12|6|11|3,3,5,2,6,1,1|3|5|4|2,4,6,5,3,3|1|2|4,6,2,2,1,1|2|3,3,5,5,5,4,4,4,4,5|7|4|1|2|8|6|3,7,5|6|4|7|2|3,2,1,,1,0,,21,0,,3,0,2,3,4,,258,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 10:45,8/19/2021 11:01,0,105.184.68.129,100,972,1,8/19/2021 11:01,R_1FA1No98qqYrxke,,,,,-29.6177063,30.38349915,anonymous,EN-GB,1,5,4,2,2,4,3,1,4,4,3,2,5,4,3,4,7|12|3|15|1|2|9|13|10|5|8|6|4|11|14,3,4,4,4,3,3,4,4|7|2|6|3|5|1,7,5,6,4,3,4,3,4,4,5|2|7|1|3|9|6|8|4,5,5,5,5,1,1,1,1,2|5|1|6|8|4|3|7,3,2,2,2,5,5,2,2,2,5,2,4,12|1|10|6|2|4|7|3|8|11|5|9,5,4,4,3,1,3|4|2|1|5,2,2,2,2,2|4|1|3,6,5,5,5,2|1|3,5,5,5,5,1,1,1,1,2|6|8|1|5|7|3|4,3,2|4|7|5|6|3,2,1,,2,1,,20,4,,1,1,0,4,5,,268,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 10:57,8/19/2021 11:04,0,89.24.133.91,100,423,1,8/19/2021 11:04,R_333hG194ttJ3dRf,,,,,50.08039856,14.50450134,anonymous,EN-GB,1,2,2,3,1,4,5,2,1,3,1,4,2,4,4,3,10|1|7|2|15|9|5|6|14|3|12|4|8|13|11,5,1,2,4,4,5,1,2|1|7|6|3|5|4,6,1,2,6,5,5,4,1,1,7|5|6|1|4|9|2|3|8,2,1,2,1,5,5,3,1,4|1|7|5|6|3|2|8,1,5,7,4,4,6,4,1,4,1,6,3,1|9|5|7|10|8|12|4|11|6|2|3,1,7,3,5,7,1|3|4|2|5,7,4,7,1,3|1|2|4,4,6,6,5,3|2|1,4,2,5,5,5,5,3,4,7|8|6|1|5|4|3|2,7,5|3|7|4|2|6,2,1,,1,1,,24,0,,2,1,1,0,0,,241,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 10:55,8/19/2021 11:04,0,83.6.237.49,100,573,1,8/19/2021 11:04,R_1Islgfl6N23GwNX,,,,,49.9907074,21.88119507,anonymous,EN-GB,1,2,4,2,4,4,5,4,4,5,3,2,1,4,1,2,10|1|5|8|6|3|4|12|15|7|11|14|13|9|2,4,4,4,2,2,2,4,6|7|1|4|3|5|2,5,6,5,5,2,6,3,5,4,2|8|9|7|5|1|4|6|3,2,4,3,4,4,3,4,3,4|8|1|6|5|7|3|2,1,2,4,4,4,2,1,3,1,5,1,2,9|12|4|2|8|5|10|7|6|1|11|3,2,2,1,1,1,1|3|5|2|4,3,1,2,1,2|1|4|3,5,5,2,4,3|1|2,3,4,4,2,4,2,3,3,5|2|1|4|6|7|3|8,3,7|6|5|4|3|2,2,1,,2,1,,19,0,,1,0,1,2,0,,209,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 10:53,8/19/2021 11:04,0,84.71.250.14,100,656,1,8/19/2021 11:04,R_3PMO9IwNjrmb6Kb,,,,,51.44059753,-0.14239502,anonymous,EN-GB,1,5,4,3,5,4,3,4,5,4,1,3,3,4,2,2,1|7|4|14|10|5|6|3|9|8|13|12|15|2|11,3,3,5,4,2,4,4,1|6|5|3|2|4|7,6,4,3,4,6,4,6,6,7,9|1|5|2|4|6|8|7|3,4,5,4,5,2,2,3,2,8|1|6|7|5|2|3|4,1,1,1,1,2,1,1,1,1,2,2,1,5|10|2|8|11|3|12|9|7|4|6|1,1,1,1,1,1,1|2|3|5|4,1,1,1,1,3|1|2|4,2,1,1,1,3|1|2,4,4,4,5,2,2,3,2,7|1|5|8|4|3|2|6,7,6|3|4|5|7|2,2,1,,1,0,,23,0,,3,0,2,5,0,,209,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
